200;;;;;
40.00;50.00;0.00;0.00;240.00;0.00
25.00;85.00;20.00;0.00;191.00;10.00
22.00;75.00;30.00;0.00;199.00;10.00
22.00;85.00;10.00;0.00;190.00;10.00
20.00;80.00;40.00;141.00;171.00;10.00
20.00;85.00;20.00;0.00;189.00;10.00
18.00;75.00;20.00;95.00;125.00;10.00
15.00;75.00;20.00;0.00;194.00;10.00
15.00;80.00;10.00;91.00;121.00;10.00
10.00;35.00;20.00;91.00;121.00;10.00
10.00;40.00;30.00;119.00;149.00;10.00
8.00;40.00;40.00;59.00;89.00;10.00
8.00;45.00;20.00;0.00;197.00;10.00
5.00;35.00;10.00;142.00;172.00;10.00
5.00;45.00;10.00;0.00;194.00;10.00
2.00;40.00;20.00;58.00;88.00;10.00
0.00;40.00;20.00;0.00;188.00;10.00
0.00;45.00;20.00;149.00;179.00;10.00
44.00;5.00;20.00;0.00;184.00;10.00
42.00;10.00;40.00;0.00;189.00;10.00
42.00;15.00;10.00;0.00;194.00;10.00
40.00;5.00;10.00;0.00;185.00;10.00
40.00;15.00;40.00;92.00;122.00;10.00
38.00;5.00;30.00;65.00;95.00;10.00
38.00;15.00;10.00;0.00;194.00;10.00
35.00;5.00;20.00;154.00;184.00;10.00
95.00;30.00;30.00;0.00;171.00;10.00
95.00;35.00;20.00;62.00;92.00;10.00
92.00;30.00;10.00;0.00;174.00;10.00
90.00;35.00;10.00;0.00;177.00;10.00
88.00;30.00;10.00;74.00;104.00;10.00
88.00;35.00;20.00;0.00;179.00;10.00
87.00;30.00;10.00;0.00;178.00;10.00
85.00;25.00;10.00;51.00;81.00;10.00
85.00;35.00;30.00;0.00;182.00;10.00
67.00;85.00;20.00;139.00;169.00;10.00
65.00;85.00;40.00;43.00;73.00;10.00
65.00;82.00;10.00;0.00;189.00;10.00
62.00;80.00;30.00;75.00;105.00;10.00
60.00;80.00;10.00;37.00;67.00;10.00
60.00;85.00;30.00;85.00;115.00;10.00
58.00;75.00;20.00;92.00;122.00;10.00
55.00;80.00;10.00;33.00;63.00;10.00
55.00;85.00;20.00;0.00;191.00;10.00
55.00;82.00;10.00;64.00;94.00;10.00
20.00;82.00;10.00;37.00;67.00;10.00
18.00;80.00;10.00;0.00;192.00;10.00
2.00;45.00;10.00;0.00;191.00;10.00
42.00;5.00;10.00;0.00;184.00;10.00
42.00;12.00;10.00;104.00;134.00;10.00
72.00;35.00;30.00;0.00;194.00;10.00
55.00;20.00;19.00;0.00;196.00;10.00
25.00;30.00;3.00;0.00;205.00;10.00
20.00;50.00;5.00;91.00;121.00;10.00
55.00;60.00;16.00;0.00;211.00;10.00
30.00;60.00;16.00;140.00;170.00;10.00
50.00;35.00;19.00;130.00;160.00;10.00
30.00;25.00;23.00;0.00;203.00;10.00
15.00;10.00;20.00;152.00;182.00;10.00
10.00;20.00;19.00;0.00;187.00;10.00
15.00;60.00;17.00;0.00;203.00;10.00
45.00;65.00;9.00;0.00;214.00;10.00
65.00;35.00;3.00;52.00;82.00;10.00
65.00;20.00;6.00;0.00;190.00;10.00
45.00;30.00;17.00;53.00;83.00;10.00
35.00;40.00;16.00;11.00;41.00;10.00
41.00;37.00;16.00;133.00;163.00;10.00
64.00;42.00;9.00;70.00;100.00;10.00
40.00;60.00;21.00;144.00;174.00;10.00
31.00;52.00;27.00;41.00;71.00;10.00
35.00;69.00;23.00;180.00;210.00;10.00
65.00;55.00;14.00;0.00;204.00;10.00
63.00;65.00;8.00;0.00;202.00;10.00
2.00;60.00;5.00;0.00;190.00;10.00
20.00;20.00;8.00;141.00;171.00;10.00
5.00;5.00;16.00;0.00;172.00;10.00
60.00;12.00;31.00;75.00;105.00;10.00
23.00;3.00;7.00;150.00;180.00;10.00
8.00;56.00;27.00;90.00;120.00;10.00
6.00;68.00;30.00;89.00;119.00;10.00
47.00;47.00;13.00;192.00;222.00;10.00
49.00;58.00;10.00;0.00;217.00;10.00
27.00;43.00;9.00;0.00;215.00;10.00
37.00;31.00;14.00;0.00;210.00;10.00
57.00;29.00;18.00;96.00;126.00;10.00
63.00;23.00;2.00;0.00;194.00;10.00
21.00;24.00;28.00;0.00;197.00;10.00
12.00;24.00;13.00;90.00;120.00;10.00
24.00;58.00;19.00;67.00;97.00;10.00
67.00;5.00;25.00;0.00;177.00;10.00
37.00;47.00;6.00;0.00;225.00;10.00
49.00;42.00;13.00;0.00;217.00;10.00
53.00;43.00;14.00;14.00;44.00;10.00
61.00;52.00;3.00;178.00;208.00;10.00
57.00;48.00;23.00;0.00;212.00;10.00
56.00;37.00;6.00;0.00;209.00;10.00
55.00;54.00;26.00;0.00;214.00;10.00
4.00;18.00;35.00;0.00;181.00;10.00
26.00;52.00;9.00;0.00;215.00;10.00
26.00;35.00;15.00;77.00;107.00;10.00
31.00;67.00;3.00;180.00;210.00;10.00
